date,year,month,revenue_million,subscriptions_million,marketing_spend_million,ad_spend_million,avg_watch_time_hours,customer_satisfaction,competitor_price_index,gdp_growth,orders,average_order_value,content_genre,subscription_type,region,stock_price,stock_price_next_month,performance_up_next_month
2074-02-28,2074,2,11347.78,122.73,322.19,190.35,3.15,4.5,0.92,6.35,1022750,11095.36,Series,Premium,Asia-Pacific,1619.77,1623.65,1
2074-03-31,2074,3,10906.15,126.96,387.15,170.95,2.75,4.75,1.19,3.41,1058000,10308.27,Kids,Basic,North America,1623.65,1627.69,1
2074-04-30,2074,4,10817.83,124.58,563.49,180.14,4.13,3.82,1.08,4.85,1038166,10420.14,Movies,Basic,Middle East & Africa,1627.69,1630.3,1
2074-05-31,2074,5,10687.38,120.54,321.51,123.03,2.11,3.68,1.0,-0.82,1004500,10639.5,Movies,Standard,Middle East & Africa,1630.3,1633.14,1
2074-06-30,2074,6,10974.6,126.65,427.73,276.65,3.98,4.78,0.98,-0.03,1055416,10398.36,Kids,Standard,Asia-Pacific,1633.14,1636.57,1
2074-07-31,2074,7,10847.57,123.96,396.75,182.97,3.17,3.73,1.17,4.57,1033000,10501.04,Reality,Basic,Latin America,1636.57,1638.8,1
2074-08-31,2074,8,11193.85,124.92,256.34,177.45,1.66,4.96,0.9,-1.32,1041000,10752.98,Kids,Standard,Latin America,1638.8,1642.4,1
2074-09-30,2074,9,10901.14,125.83,527.47,231.94,4.42,4.76,1.22,5.04,1048583,10396.07,Kids,Basic,North America,1642.4,1644.53,1
2074-10-31,2074,10,10915.96,125.62,274.17,188.41,3.04,4.25,0.93,-1.39,1046833,10427.6,Series,Basic,Latin America,1644.53,1648.17,1
2074-11-30,2074,11,10765.79,126.73,415.99,229.65,2.37,4.97,0.98,3.76,1056083,10194.08,Kids,Premium,Latin America,1648.17,1651.16,1
2074-12-31,2074,12,10861.8,124.51,446.24,112.29,2.91,3.65,1.05,1.42,1037583,10468.37,Movies,Basic,Latin America,1651.16,1654.9,1
2075-01-31,2075,1,10975.22,126.48,469.95,262.74,4.07,3.95,1.09,3.39,1054000,10412.92,Documentary,Standard,Europe,1654.9,1658.77,1
2075-02-28,2075,2,10373.84,125.0,491.02,288.1,2.41,4.46,1.04,4.07,1041666,9958.89,Series,Premium,North America,1658.77,1661.42,1
2075-03-31,2075,3,10486.44,127.07,338.65,229.75,2.08,4.03,1.03,1.24,1058916,9903.0,Series,Premium,Asia-Pacific,1661.42,1664.01,1
2075-04-30,2075,4,11117.87,126.89,253.49,290.91,1.89,4.89,1.29,-0.64,1057416,10514.19,Reality,Standard,Latin America,1664.01,1666.53,1
2075-05-31,2075,5,10950.16,123.86,503.21,130.29,2.39,3.6,1.16,-0.94,1032166,10608.91,Documentary,Standard,Europe,1666.53,1670.18,1
2075-06-30,2075,6,10847.71,127.97,437.48,195.48,3.84,4.32,0.91,3.21,1066416,10172.12,Series,Standard,Latin America,1670.18,1673.81,1
2075-07-31,2075,7,10912.44,124.8,542.64,220.36,2.91,4.39,1.07,2.67,1040000,10492.73,Kids,Basic,Europe,1673.81,1677.77,1
2075-08-31,2075,8,11015.19,127.56,537.49,216.35,2.18,4.48,1.25,4.44,1063000,10362.36,Series,Premium,North America,1677.77,1680.73,1
2075-09-30,2075,9,10752.99,126.75,545.16,180.29,2.0,3.88,1.02,2.58,1056250,10180.35,Series,Basic,Latin America,1680.73,1684.81,1
2075-10-31,2075,10,10685.43,129.76,419.78,167.62,2.5,4.05,0.94,1.88,1081333,9881.72,Series,Basic,Europe,1684.81,1687.62,1
2075-11-30,2075,11,10981.68,125.7,366.77,125.36,4.32,4.77,1.2,1.68,1047500,10483.7,Reality,Basic,Middle East & Africa,1687.62,1690.07,1
2075-12-31,2075,12,10633.42,125.52,527.05,178.35,2.53,3.79,1.14,-1.29,1046000,10165.79,Series,Basic,Middle East & Africa,1690.07,1693.35,1
2076-01-31,2076,1,11053.41,126.25,407.95,132.53,4.46,4.74,1.13,1.18,1052083,10506.21,Series,Premium,Europe,1693.35,1697.31,1
2076-02-29,2076,2,10424.16,125.76,314.2,246.87,2.96,4.34,0.92,6.31,1048000,9946.72,Reality,Premium,Latin America,1697.31,1701.7,1
2076-03-31,2076,3,11247.69,128.03,549.24,141.77,2.04,4.64,0.96,5.49,1066916,10542.25,Documentary,Basic,Latin America,1701.7,1704.78,1
2076-04-30,2076,4,11084.72,123.27,558.9,111.71,4.17,4.57,1.15,1.14,1027250,10790.67,Movies,Standard,North America,1704.78,1707.83,1
2076-05-31,2076,5,11023.76,124.46,413.21,210.47,2.88,3.81,0.98,3.2,1037166,10628.73,Reality,Premium,North America,1707.83,1711.77,1
2076-06-30,2076,6,11245.76,124.51,276.49,219.05,3.63,4.35,1.1,5.28,1037583,10838.42,Reality,Basic,Asia-Pacific,1711.77,1715.4,1
2076-07-31,2076,7,11454.6,128.61,385.74,274.38,4.45,4.8,1.12,2.03,1071750,10687.75,Series,Standard,North America,1715.4,1718.32,1
2076-08-31,2076,8,11263.27,130.2,531.24,215.4,1.65,4.15,1.01,-1.36,1084999,10380.9,Series,Standard,Latin America,1718.32,1720.51,1
2076-09-30,2076,9,10410.7,126.64,565.62,169.1,1.79,4.95,1.28,-0.9,1055333,9864.85,Movies,Basic,Asia-Pacific,1720.51,1724.08,1
2076-10-31,2076,10,10583.09,126.58,321.22,260.6,3.66,4.18,1.24,2.58,1054833,10032.95,Series,Premium,North America,1724.08,1728.56,1
2076-11-30,2076,11,10783.53,127.13,273.44,208.06,2.35,3.71,1.19,6.26,1059416,10178.75,Kids,Standard,Europe,1728.56,1732.62,1
2076-12-31,2076,12,10982.8,129.39,557.07,115.86,2.05,4.08,0.93,4.05,1078249,10185.77,Series,Premium,Middle East & Africa,1732.62,1735.04,1
2077-01-31,2077,1,11134.28,125.28,386.29,213.17,1.62,4.93,0.94,-0.93,1044000,10665.02,Series,Premium,North America,1735.04,1737.34,1
2077-02-28,2077,2,10765.26,127.68,439.62,281.6,1.57,3.98,1.1,0.01,1064000,10117.73,Kids,Standard,North America,1737.34,1741.63,1
2077-03-31,2077,3,11043.02,129.22,588.82,179.26,3.82,4.8,0.96,4.67,1076833,10255.09,Movies,Basic,Europe,1741.63,1746.0,1
2077-04-30,2077,4,10764.38,128.34,273.3,159.27,1.9,4.82,1.29,5.23,1069500,10064.87,Kids,Standard,Latin America,1746.0,1749.66,1
2077-05-31,2077,5,10811.54,127.79,476.91,128.69,2.9,4.03,0.96,3.44,1064916,10152.48,Reality,Standard,Europe,1749.66,1753.05,1
2077-06-30,2077,6,10577.0,129.48,275.94,130.29,3.32,3.62,1.09,3.66,1078999,9802.6,Kids,Premium,North America,1753.05,1755.5,1
2077-07-31,2077,7,10726.03,122.15,381.41,186.55,2.79,4.59,1.05,-1.27,1017916,10537.24,Documentary,Basic,Latin America,1755.5,1759.49,1
2077-08-31,2077,8,10601.5,128.98,531.34,219.14,1.58,3.97,1.16,5.13,1074833,9863.39,Reality,Premium,Asia-Pacific,1759.49,1763.7,1
2077-09-30,2077,9,10718.25,126.38,401.72,116.12,3.85,4.67,0.95,4.81,1053166,10177.17,Series,Standard,North America,1763.7,1766.25,1
2077-10-31,2077,10,11331.11,124.1,599.01,287.91,1.53,4.16,1.07,0.57,1034166,10956.76,Reality,Basic,Europe,1766.25,1770.01,1
2077-11-30,2077,11,10734.2,128.86,445.67,251.03,3.79,4.23,1.01,4.17,1073833,9996.15,Movies,Basic,Asia-Pacific,1770.01,1772.72,1
2077-12-31,2077,12,11812.74,130.65,362.41,217.32,4.18,4.67,1.26,0.22,1088750,10849.82,Movies,Basic,Middle East & Africa,1772.72,1775.45,1
2078-01-31,2078,1,11175.02,127.7,327.04,265.69,2.8,4.07,0.92,-1.18,1064166,10501.2,Kids,Basic,Asia-Pacific,1775.45,1778.06,1
2078-02-28,2078,2,11086.48,129.95,372.68,116.04,3.11,4.16,1.27,0.11,1082916,10237.62,Reality,Basic,Europe,1778.06,1780.96,1
2078-03-31,2078,3,10777.53,131.34,380.39,195.37,2.93,4.06,1.23,-0.07,1094500,9846.99,Series,Standard,Asia-Pacific,1780.96,1784.02,1
2078-04-30,2078,4,11249.13,130.81,274.05,226.02,2.67,4.05,1.02,1.2,1090083,10319.52,Movies,Standard,Europe,1784.02,1787.39,1
2078-05-31,2078,5,10870.35,131.53,379.35,265.73,4.16,4.29,1.22,1.85,1096083,9917.45,Series,Standard,North America,1787.39,1791.31,1
2078-06-30,2078,6,11083.65,129.81,412.48,256.69,4.18,4.71,0.91,2.57,1081750,10246.04,Documentary,Premium,Latin America,1791.31,1794.61,1
2078-07-31,2078,7,11819.08,128.54,502.96,155.41,2.51,4.04,1.29,2.31,1071166,11033.85,Movies,Basic,Middle East & Africa,1794.61,1797.63,1
2078-08-31,2078,8,11026.24,125.26,479.86,288.18,3.35,4.29,1.11,0.67,1043833,10563.22,Kids,Basic,Latin America,1797.63,1800.07,1
2078-09-30,2078,9,11403.84,128.04,498.07,124.87,4.28,4.51,1.02,-1.27,1066999,10687.77,Documentary,Standard,Latin America,1800.07,1803.77,1
2078-10-31,2078,10,10852.11,126.92,252.93,275.03,4.39,3.9,1.05,3.34,1057666,10260.43,Reality,Basic,Latin America,1803.77,1807.35,1
2078-11-30,2078,11,11056.57,133.02,326.18,294.19,3.03,3.92,0.93,1.67,1108500,9974.35,Series,Premium,Europe,1807.35,1810.03,1
2078-12-31,2078,12,11602.31,128.39,481.59,135.43,2.86,4.9,1.3,0.89,1069916,10844.13,Movies,Basic,Europe,1810.03,1813.8,1
2079-01-31,2079,1,10886.98,129.06,419.4,244.41,2.34,4.59,0.92,5.44,1075500,10122.72,Documentary,Basic,Middle East & Africa,1813.8,1817.28,1
2079-02-28,2079,2,11622.81,129.99,251.86,108.06,4.38,4.37,1.16,4.47,1083250,10729.57,Documentary,Premium,Europe,1817.28,1820.82,1
2079-03-31,2079,3,11295.41,129.04,531.57,181.08,1.93,4.47,1.08,5.36,1075333,10504.1,Movies,Standard,Europe,1820.82,1824.25,1
2079-04-30,2079,4,10918.35,132.41,520.48,203.26,3.24,3.54,1.28,2.46,1103416,9895.04,Reality,Standard,Europe,1824.25,1826.91,1
2079-05-31,2079,5,11280.81,127.85,441.95,216.13,2.35,4.43,1.0,-0.45,1065416,10588.17,Reality,Basic,Europe,1826.91,1830.76,1
2079-06-30,2079,6,11386.86,129.55,273.26,287.19,2.34,4.26,1.11,4.07,1079583,10547.46,Kids,Premium,North America,1830.76,1833.5,1
2079-07-31,2079,7,11285.64,127.75,518.28,234.45,2.71,4.32,1.09,0.15,1064583,10601.0,Reality,Standard,Middle East & Africa,1833.5,1836.71,1
2079-08-31,2079,8,10632.04,126.66,454.3,196.26,4.5,4.04,1.18,2.03,1055500,10072.99,Kids,Standard,Europe,1836.71,1839.46,1
2079-09-30,2079,9,10888.97,128.15,523.69,261.94,1.66,3.62,0.93,-0.98,1067916,10196.47,Documentary,Standard,Middle East & Africa,1839.46,1843.6,1
2079-10-31,2079,10,11036.86,129.37,513.11,290.11,3.24,3.79,0.98,5.1,1078083,10237.49,Movies,Basic,Asia-Pacific,1843.6,1846.5,1
2079-11-30,2079,11,11092.79,128.66,531.05,104.41,1.75,4.93,0.99,-0.49,1072166,10346.15,Reality,Premium,North America,1846.5,1850.6,1
2079-12-31,2079,12,11305.32,128.2,431.3,296.5,1.96,4.11,1.2,5.72,1068333,10582.21,Kids,Basic,Europe,1850.6,1855.2,1
2080-01-31,2080,1,11176.43,126.84,299.11,117.23,2.82,4.2,0.98,5.41,1057000,10573.73,Documentary,Standard,North America,1855.2,1857.82,1
2080-02-29,2080,2,10726.52,129.56,484.91,262.88,3.03,3.58,1.13,2.22,1079666,9935.04,Reality,Premium,North America,1857.82,1861.46,1
2080-03-31,2080,3,11245.19,126.79,467.17,156.07,2.28,3.56,0.99,4.45,1056583,10642.98,Series,Basic,Asia-Pacific,1861.46,1865.44,1
2080-04-30,2080,4,11318.31,131.38,509.79,126.44,2.45,4.58,1.24,3.46,1094833,10337.93,Documentary,Standard,Middle East & Africa,1865.44,1869.7,1
2080-05-31,2080,5,11307.08,130.1,309.46,187.97,1.76,4.31,1.28,4.92,1084166,10429.29,Reality,Standard,North America,1869.7,1873.02,1
2080-06-30,2080,6,11467.38,127.09,318.24,228.79,2.41,4.26,1.11,1.95,1059083,10827.65,Documentary,Basic,Latin America,1873.02,1877.03,1
2080-07-31,2080,7,11397.32,129.46,561.64,176.19,4.4,3.86,1.04,4.79,1078833,10564.49,Movies,Standard,Asia-Pacific,1877.03,1881.11,1
2080-08-31,2080,8,11288.91,128.64,512.49,110.91,4.33,4.62,0.99,2.2,1071999,10530.71,Movies,Standard,Latin America,1881.11,1885.67,1
2080-09-30,2080,9,11134.11,130.85,567.88,219.89,2.5,3.75,0.92,6.03,1090416,10210.88,Movies,Premium,Asia-Pacific,1885.67,1889.25,1
2080-10-31,2080,10,10660.87,132.97,515.55,280.48,3.21,3.78,1.01,2.39,1108083,9621.0,Series,Standard,Latin America,1889.25,1892.83,1
2080-11-30,2080,11,11292.05,126.61,459.0,176.64,4.23,4.19,1.16,2.2,1055083,10702.52,Movies,Basic,Latin America,1892.83,1897.02,1
2080-12-31,2080,12,11229.47,130.66,478.95,143.27,1.52,3.93,1.11,4.78,1088833,10313.31,Series,Premium,North America,1897.02,1901.21,1
2081-01-31,2081,1,11252.64,130.18,561.19,188.52,3.93,3.87,1.28,5.07,1084833,10372.69,Movies,Basic,North America,1901.21,1905.27,1
2081-02-28,2081,2,10792.15,131.91,452.58,109.67,4.35,4.47,1.06,2.94,1099250,9817.74,Documentary,Standard,Asia-Pacific,1905.27,1907.95,1
2081-03-31,2081,3,10854.86,131.06,471.34,264.1,1.77,4.48,1.18,-0.06,1092166,9938.84,Reality,Premium,Middle East & Africa,1907.95,1911.92,1
2081-04-30,2081,4,11499.13,129.2,304.77,265.27,1.98,4.74,1.1,2.24,1076666,10680.31,Reality,Premium,North America,1911.92,1915.57,1
2081-05-31,2081,5,11175.32,130.14,415.87,217.6,4.38,4.13,1.11,6.24,1084499,10304.59,Movies,Premium,North America,1915.57,1918.95,1
2081-06-30,2081,6,11395.64,129.25,500.74,170.62,3.11,3.61,1.01,4.52,1077083,10580.09,Reality,Premium,Europe,1918.95,1922.96,1
2081-07-31,2081,7,11203.69,133.07,344.83,259.96,1.54,3.91,1.08,4.99,1108916,10103.28,Movies,Basic,North America,1922.96,1925.52,1
2081-08-31,2081,8,11208.13,131.03,320.79,210.94,2.27,4.97,1.09,-1.24,1091916,10264.64,Movies,Standard,Middle East & Africa,1925.52,1929.23,1
2081-09-30,2081,9,11484.69,134.86,359.84,265.19,2.85,4.39,1.18,2.24,1123833,10219.21,Kids,Standard,Europe,1929.23,1932.68,1
2081-10-31,2081,10,11052.39,131.0,334.53,226.29,3.58,4.56,1.28,3.67,1091666,10124.33,Kids,Premium,Latin America,1932.68,1936.77,1
2081-11-30,2081,11,11240.05,129.78,325.22,256.88,3.7,3.51,1.03,5.14,1081500,10393.02,Kids,Standard,Latin America,1936.77,1939.36,1
2081-12-31,2081,12,11076.53,128.24,398.7,219.71,4.49,4.28,0.92,-1.11,1068666,10364.82,Series,Basic,Europe,1939.36,1943.94,1
2082-01-31,2082,1,11088.87,127.73,567.74,182.83,2.36,3.56,1.1,5.32,1064416,10417.8,Kids,Standard,Europe,1943.94,1947.15,1
2082-02-28,2082,2,11130.47,128.24,427.47,291.59,3.11,4.35,1.12,2.89,1068666,10415.29,Movies,Basic,Europe,1947.15,1949.83,1
2082-03-31,2082,3,11293.87,132.01,315.77,208.22,3.1,4.88,0.97,0.08,1100083,10266.38,Documentary,Basic,Asia-Pacific,1949.83,1953.37,1
2082-04-30,2082,4,11087.61,132.56,276.94,221.02,2.72,4.95,1.2,1.04,1104666,10037.07,Kids,Standard,Middle East & Africa,1953.37,1955.99,1
2082-05-31,2082,5,11611.96,128.45,493.65,144.1,2.01,4.31,1.29,0.76,1070416,10848.08,Kids,Basic,Middle East & Africa,1955.99,1959.46,1
2082-06-30,2082,6,10970.86,133.48,383.98,225.13,4.43,4.19,1.28,2.75,1112333,9862.93,Documentary,Basic,Latin America,1959.46,1962.08,1
2082-07-31,2082,7,11187.18,130.79,537.64,214.32,4.06,4.92,0.98,-1.09,1089916,10264.26,Movies,Basic,Latin America,1962.08,1965.1,1
2082-08-31,2082,8,11115.33,132.12,480.83,136.97,2.99,4.51,1.25,-0.23,1101000,10095.67,Series,Basic,Latin America,1965.1,1968.95,1
2082-09-30,2082,9,11685.34,135.12,528.68,111.92,3.31,3.6,1.18,5.0,1126000,10377.74,Kids,Premium,North America,1968.95,1971.06,1
2082-10-31,2082,10,11314.22,133.76,345.18,220.87,2.18,4.2,1.08,-0.44,1114666,10150.32,Documentary,Standard,Latin America,1971.06,1974.41,1
2082-11-30,2082,11,11568.81,131.5,492.33,252.74,3.13,3.86,1.12,0.37,1095833,10557.09,Movies,Premium,Europe,1974.41,1977.71,1
2082-12-31,2082,12,10817.6,130.32,342.42,204.68,3.58,4.2,1.24,2.13,1086000,9960.96,Reality,Basic,Latin America,1977.71,1981.46,1
2083-01-31,2083,1,11347.38,127.87,578.67,145.35,3.05,4.18,1.09,2.64,1065583,10648.99,Series,Standard,Europe,1981.46,1985.97,1
2083-02-28,2083,2,11538.16,130.81,472.73,233.3,4.47,4.37,1.05,4.61,1090083,10584.66,Documentary,Basic,Asia-Pacific,1985.97,1989.17,1
2083-03-31,2083,3,11299.96,131.9,363.58,116.02,3.33,4.04,1.1,2.08,1099166,10280.49,Documentary,Standard,North America,1989.17,1993.21,1
2083-04-30,2083,4,11598.92,130.41,344.33,188.37,2.61,3.75,1.13,4.82,1086750,10673.03,Documentary,Premium,North America,1993.21,1997.32,1
2083-05-31,2083,5,11128.1,132.19,316.82,132.67,3.82,4.26,0.98,3.45,1101583,10101.92,Kids,Standard,Middle East & Africa,1997.32,2000.09,1
2083-06-30,2083,6,11710.09,132.68,493.12,136.89,2.01,4.75,1.26,-0.6,1105666,10590.98,Reality,Basic,Asia-Pacific,2000.09,2002.93,1
2083-07-31,2083,7,11980.96,132.15,326.55,140.46,2.65,4.5,1.17,-0.25,1101250,10879.42,Series,Standard,Europe,2002.93,2006.21,1
2083-08-31,2083,8,11186.44,131.37,458.36,177.34,2.54,4.01,1.15,2.0,1094750,10218.26,Movies,Standard,Asia-Pacific,2006.21,2010.23,1
2083-09-30,2083,9,11165.65,133.08,342.62,110.23,2.8,4.9,0.94,1.68,1109000,10068.21,Movies,Premium,North America,2010.23,2014.38,1
2083-10-31,2083,10,11739.32,133.69,481.69,179.56,3.85,4.87,1.14,4.45,1114083,10537.2,Reality,Basic,Europe,2014.38,2018.38,1
2083-11-30,2083,11,11781.18,130.7,535.23,202.34,2.95,3.81,0.95,3.15,1089166,10816.7,Documentary,Standard,Asia-Pacific,2018.38,2022.11,1
2083-12-31,2083,12,11154.45,135.77,522.31,196.66,3.88,3.56,0.93,1.61,1131416,9858.84,Documentary,Premium,North America,2022.11,2024.82,1
2084-01-31,2084,1,11189.26,132.82,516.3,176.56,3.23,4.61,1.11,-0.13,1106833,10109.26,Documentary,Standard,Europe,2024.82,2028.08,1
2084-02-29,2084,2,11234.78,133.13,315.7,267.83,2.53,4.74,1.06,0.31,1109416,10126.75,Documentary,Basic,Europe,2028.08,2031.52,1
2084-03-31,2084,3,10919.99,134.57,280.93,129.07,3.93,4.95,1.14,3.1,1121416,9737.68,Documentary,Standard,North America,2031.52,2035.36,1
2084-04-30,2084,4,11051.73,133.69,494.63,201.14,2.21,4.83,0.94,1.89,1114083,9920.02,Reality,Standard,Europe,2035.36,2039.46,1
2084-05-31,2084,5,11030.09,135.2,378.92,112.41,2.17,4.4,1.07,2.62,1126666,9790.03,Kids,Standard,North America,2039.46,2042.96,1
2084-06-30,2084,6,11105.0,133.94,401.32,114.23,3.01,4.3,0.97,-0.13,1116166,9949.24,Series,Standard,Latin America,2042.96,2046.32,1
2084-07-31,2084,7,11328.93,132.21,260.9,214.77,2.28,3.54,1.29,3.8,1101750,10282.67,Documentary,Basic,Latin America,2046.32,2050.5,1
2084-08-31,2084,8,11413.61,134.23,340.85,213.2,1.53,3.87,1.12,5.32,1118583,10203.63,Kids,Premium,Europe,2050.5,2053.59,1
2084-09-30,2084,9,11812.5,131.29,261.79,275.61,3.44,4.19,1.17,0.56,1094083,10796.71,Movies,Premium,Europe,2053.59,2057.18,1
2084-10-31,2084,10,11051.85,133.87,557.72,211.57,3.03,4.44,1.03,2.43,1115583,9906.79,Reality,Standard,North America,2057.18,2061.39,1
2084-11-30,2084,11,11650.65,133.65,335.19,291.96,2.84,4.34,0.94,6.3,1113750,10460.74,Kids,Basic,Europe,2061.39,2064.43,1
2084-12-31,2084,12,11295.16,133.37,445.07,109.74,4.4,4.61,1.29,1.17,1111416,10162.86,Documentary,Basic,Middle East & Africa,2064.43,2068.45,1
2085-01-31,2085,1,11348.52,133.6,263.64,119.6,3.21,3.92,1.01,3.26,1113333,10193.28,Documentary,Basic,Latin America,2068.45,2071.53,1
2085-02-28,2085,2,11569.81,130.17,483.4,108.81,4.09,4.35,1.07,-0.78,1084749,10665.89,Documentary,Basic,Europe,2071.53,2075.74,1
2085-03-31,2085,3,11034.55,132.9,363.06,137.06,1.92,3.63,1.16,3.35,1107500,9963.48,Kids,Basic,Europe,2075.74,2078.85,1
2085-04-30,2085,4,11490.1,134.25,564.27,208.25,3.21,4.12,0.91,-0.78,1118750,10270.48,Documentary,Basic,Asia-Pacific,2078.85,2083.57,1
2085-05-31,2085,5,11429.32,134.46,560.84,229.11,4.1,4.63,1.22,6.17,1120500,10200.2,Kids,Standard,Europe,2083.57,2087.95,1
2085-06-30,2085,6,11531.12,132.15,363.85,109.12,3.25,4.54,1.11,4.23,1101250,10470.94,Documentary,Premium,Middle East & Africa,2087.95,2091.91,1
2085-07-31,2085,7,11474.14,136.81,565.34,289.19,3.65,4.99,1.01,4.81,1140083,10064.3,Movies,Premium,Latin America,2091.91,2095.81,1
2085-08-31,2085,8,12127.98,132.62,598.66,268.43,2.62,3.92,0.92,4.13,1105166,10973.9,Movies,Standard,Asia-Pacific,2095.81,2099.97,1
2085-09-30,2085,9,11204.07,136.36,538.9,159.32,1.78,4.25,0.96,3.22,1136333,9859.85,Series,Premium,North America,2099.97,2103.92,1
2085-10-31,2085,10,11240.1,135.34,545.7,115.44,2.87,3.99,1.26,2.1,1127833,9966.1,Documentary,Basic,North America,2103.92,2108.4,1
2085-11-30,2085,11,11216.46,133.27,337.15,133.98,2.68,4.16,1.17,5.37,1110583,10099.61,Documentary,Basic,Latin America,2108.4,2113.49,1
2085-12-31,2085,12,11240.76,138.18,451.85,125.39,4.1,4.79,1.0,6.15,1151500,9761.84,Kids,Premium,North America,2113.49,2117.24,1
2086-01-31,2086,1,11220.2,132.31,273.54,124.66,2.23,4.53,0.93,2.49,1102583,10176.29,Kids,Basic,Middle East & Africa,2117.24,2122.07,1
2086-02-28,2086,2,11772.12,136.61,283.22,203.71,4.4,4.82,1.18,5.95,1138416,10340.79,Documentary,Basic,Europe,2122.07,2125.86,1
2086-03-31,2086,3,11845.57,136.84,599.61,149.17,4.37,3.81,1.13,3.17,1140333,10387.82,Series,Premium,Latin America,2125.86,2129.48,1
2086-04-30,2086,4,11252.2,133.57,364.32,171.63,2.24,4.81,1.06,2.81,1113083,10109.04,Documentary,Standard,Asia-Pacific,2129.48,2132.99,1
2086-05-31,2086,5,11177.72,137.76,511.86,297.9,2.54,3.59,1.05,2.14,1148000,9736.69,Kids,Premium,Europe,2132.99,2136.71,1
2086-06-30,2086,6,11572.86,134.55,532.33,236.86,4.19,4.83,0.99,0.17,1121250,10321.39,Documentary,Premium,North America,2136.71,2139.11,1
2086-07-31,2086,7,11269.77,135.7,550.31,289.8,4.4,3.99,1.17,-1.47,1130833,9965.9,Kids,Premium,North America,2139.11,2142.06,1
2086-08-31,2086,8,11629.32,135.71,599.17,128.51,2.83,3.97,1.29,0.43,1130916,10283.1,Documentary,Premium,Asia-Pacific,2142.06,2146.12,1
2086-09-30,2086,9,11504.32,134.99,334.52,176.43,2.46,4.27,0.97,2.58,1124916,10226.83,Reality,Standard,Middle East & Africa,2146.12,2149.46,1
2086-10-31,2086,10,10992.72,136.95,264.12,210.95,3.08,4.91,1.14,1.54,1141250,9632.18,Kids,Standard,Asia-Pacific,2149.46,2153.28,1
2086-11-30,2086,11,11915.7,136.99,393.92,115.35,3.56,3.57,1.07,2.09,1141583,10437.87,Series,Basic,Latin America,2153.28,2157.97,1
2086-12-31,2086,12,11994.22,131.97,295.53,100.84,2.32,4.03,1.08,6.35,1099750,10906.32,Reality,Basic,Asia-Pacific,2157.97,2161.53,1
2087-01-31,2087,1,11275.62,138.15,257.85,234.09,3.71,4.78,1.0,1.3,1151250,9794.24,Documentary,Premium,North America,2161.53,2164.8,1
2087-02-28,2087,2,11347.15,132.29,376.15,228.36,1.65,4.09,1.23,2.12,1102416,10292.98,Kids,Basic,Middle East & Africa,2164.8,2167.64,1
2087-03-31,2087,3,11553.23,137.75,524.31,182.16,1.65,3.8,1.09,-0.43,1147916,10064.53,Reality,Standard,Middle East & Africa,2167.64,2171.02,1
2087-04-30,2087,4,11571.81,138.0,448.16,197.93,2.66,4.14,1.12,-1.12,1150000,10062.44,Series,Basic,Asia-Pacific,2171.02,2175.41,1
2087-05-31,2087,5,11673.04,133.64,359.47,183.09,2.56,4.08,1.02,4.7,1113666,10481.63,Kids,Basic,Latin America,2175.41,2179.27,1
2087-06-30,2087,6,12082.54,135.07,479.02,104.8,2.45,4.87,0.97,3.07,1125583,10734.47,Reality,Basic,North America,2179.27,2183.74,1
2087-07-31,2087,7,11430.4,133.75,331.21,167.07,2.97,4.64,0.93,4.59,1114583,10255.32,Reality,Premium,Europe,2183.74,2186.79,1
2087-08-31,2087,8,11248.0,135.6,255.03,135.42,2.46,4.26,1.19,-0.3,1130000,9953.98,Reality,Basic,Middle East & Africa,2186.79,2190.23,1
2087-09-30,2087,9,11077.7,135.49,517.52,119.68,2.08,4.98,0.98,3.07,1129083,9811.24,Movies,Standard,Asia-Pacific,2190.23,2193.9,1
2087-10-31,2087,10,11276.22,137.73,468.31,291.34,2.43,4.2,1.18,0.53,1147750,9824.63,Documentary,Standard,Latin America,2193.9,2196.95,1
2087-11-30,2087,11,11489.56,138.86,516.81,219.87,4.42,3.59,1.06,0.32,1157166,9929.05,Kids,Standard,Latin America,2196.95,2200.57,1
2087-12-31,2087,12,12041.87,139.1,263.63,245.73,2.73,3.89,1.07,-1.41,1159166,10388.39,Kids,Standard,North America,2200.57,2203.83,1
2088-01-31,2088,1,11352.22,135.26,542.99,163.07,2.83,4.15,1.09,-0.46,1127166,10071.47,Kids,Basic,Middle East & Africa,2203.83,2206.92,1
2088-02-29,2088,2,11578.65,136.03,466.83,178.63,3.23,3.74,1.05,0.97,1133583,10214.21,Reality,Premium,North America,2206.92,2209.97,1
2088-03-31,2088,3,11510.59,133.15,447.19,147.38,4.45,4.92,0.94,-0.56,1109583,10373.8,Documentary,Standard,Europe,2209.97,2215.15,1
2088-04-30,2088,4,11876.04,134.98,468.61,119.39,2.22,4.65,1.02,6.39,1124833,10558.05,Series,Standard,Europe,2215.15,2218.6,1
2088-05-31,2088,5,12281.6,138.59,552.55,135.81,3.54,3.9,1.17,0.97,1154916,10634.19,Kids,Premium,Europe,2218.6,2222.13,1
2088-06-30,2088,6,11368.27,139.96,455.43,259.5,3.65,4.39,1.17,-0.46,1166333,9747.02,Documentary,Premium,Latin America,2222.13,2225.24,1
2088-07-31,2088,7,11384.7,134.33,453.33,235.51,3.32,4.58,1.01,0.09,1119416,10170.21,Documentary,Standard,Middle East & Africa,2225.24,2229.31,1
